[7/30/2019 4:08:05 PM] [Debug] [Scene Dump] All Loaded Objects:


[7/30/2019 4:08:05 PM] [Debug] [Scene Dump] EndlessRoundInfo (UnityEngine.GameObject) (4 children). Pos: Local (5500.0, 1000.0, 0.0) / Global (5500.0, 1000.0, 0.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (2103.5, 66.3, 1533.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (2091.0, -0.7, 1533.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (2091.0, -0.7, 1533.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (2103.5, 66.3, 1533.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (2103.5, 66.3, 1533.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (2103.5, 66.3, 1533.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (2) (UnityEngine.GameObject) (3 children). Pos: Local (112.1, 15.3, 14.1) / Global (-2395.0, 61.3, -1486.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (-1644.0, -19.2, -765.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (-2395.0, 61.3, -1486.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (-2395.0, -5.7, -1499.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (-2395.0, -5.7, -1499.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (-2395.0, 61.3, -1486.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (-2395.0, 61.3, -1486.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (-2395.0, 61.3, -1486.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (1) (UnityEngine.GameObject) (3 children). Pos: Local (53.5, 15.4, 15.3) / Global (537.5, 62.3, -1542.5). Scale: (-1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (-183.5, -18.2, -2293.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (537.5, 62.3, -1542.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (550.0, -4.7, -1542.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (550.0, -4.7, -1542.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (537.5, 62.3, -1542.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (537.5, 62.3, -1542.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (537.5, 62.3, -1542.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (4) (UnityEngine.GameObject) (3 children). Pos: Local (52.4, 15.5, -13.9) / Global (588.0, 68.5, -86.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (1339.0, -12.0, 634.5). Scale: (10.0, 10.0, 8.1)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (588.0, 68.5, -86.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (588.0, 1.5, -99.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (588.0, 1.5, -99.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (588.0, 68.5, -86.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (588.0, 68.5, -86.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (588.0, 68.5, -86.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (6) (UnityEngine.GameObject) (3 children). Pos: Local (52.9, 15.2, -47.4) / Global (566.0, 56.3, 1590.0). Scale: (1.0, 1.0, 1.3)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (-155.0, -24.2, 2560.3). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (566.0, 56.3, 1590.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (578.5, -10.7, 1590.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (578.5, -10.7, 1590.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (566.0, 56.3, 1590.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (566.0, 56.3, 1590.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (566.0, 56.3, 1590.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (7) (UnityEngine.GameObject) (3 children). Pos: Local (91.0, 15.4, -57.8) / Global (-1340.0, 61.8, 2110.0). Scale: (1.6, 1.0, 1.6)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (-138.4, -18.7, 3256.4). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (-1340.0, 61.8, 2110.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (-1340.0, -5.2, 2090.1). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (-1340.0, -5.2, 2090.1). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (-1340.0, 61.8, 2110.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (-1340.0, 61.8, 2110.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (-1340.0, 61.8, 2110.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (16) (UnityEngine.GameObject) (3 children). Pos: Local (54.7, 15.3, 40.2) / Global (475.0, 59.8, -2788.0). Scale: (1.0, 1.0, 1.5)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (11.8, -1.6, -15.0) / Global (1601.5, -20.7, -2199.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (475.0, 59.8, -2788.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (-0.3, -0.1, 0.0) / Global (475.0, -7.2, -2933.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (475.0, -7.2, -2800.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (475.0, 59.8, -2788.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (-2.7, 0.0, 0.0) / Global (475.0, 59.8, -2920.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (475.0, 59.8, -2788.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (10) (UnityEngine.GameObject) (3 children). Pos: Local (22.7, 15.2, 44.3) / Global (2075.5, 56.3, -2997.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (2826.5, -24.2, -2276.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (2075.5, 56.3, -2997.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (2075.5, -10.7, -3009.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (2075.5, -10.7, -3009.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (2075.5, 56.3, -2997.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (2075.5, 56.3, -2997.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (2075.5, 56.3, -2997.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (11) (UnityEngine.GameObject) (3 children). Pos: Local (79.9, 14.2, -19.0) / Global (-786.0, 3.5, 167.5). Scale: (-1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (-1540.9, -20.5, 888.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (-786.0, 3.5, 167.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (-791.0, -63.3, 155.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (-791.0, -63.3, 155.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (4 children). Pos: Local (0.0, 0.0, 0.0) / Global (-786.0, 3.5, 167.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             chip-building_long (UnityEngine.GameObject) (1 children). Pos: Local (-10.5, -1.3, 9.8) / Global (-301.1, -95.7, -357.9). Scale: (-0.4, 0.4, 0.4)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                                 chip-building_long_glowing (UnityEngine.GameObject) (0 children). Pos: Local (0.1, 0.2, 0.0) / Global (-298.7, -92.1, -357.9). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             chip-building_long (1) (UnityEngine.GameObject) (1 children). Pos: Local (-10.5, -1.2, 7.8) / Global (-400.9, -87.9, -357.9). Scale: (-0.4, 0.4, 0.4)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                                 chip-building_long_glowing (UnityEngine.GameObject) (0 children). Pos: Local (0.1, 0.2, 0.0) / Global (-398.5, -84.3, -357.9). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (-786.0, 3.5, 167.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (-786.0, 3.5, 167.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (12) (UnityEngine.GameObject) (3 children). Pos: Local (-6.1, 15.4, 44.3) / Global (3515.0, 63.0, -2994.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (4266.0, -17.5, -2273.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (3515.0, 63.0, -2994.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (3515.0, -4.0, -3007.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (3515.0, -4.0, -3007.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (3515.0, 63.0, -2994.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (3515.0, 63.0, -2994.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (3515.0, 63.0, -2994.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (9) (UnityEngine.GameObject) (3 children). Pos: Local (58.0, 15.3, 45.3) / Global (308.5, 58.8, -3045.5). Scale: (-1.4, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (-700.9, -21.7, -3796.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (308.5, 58.8, -3045.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (326.0, -8.2, -3045.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (326.0, -8.2, -3045.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (308.5, 58.8, -3045.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (308.5, 58.8, -3045.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (308.5, 58.8, -3045.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (13) (UnityEngine.GameObject) (3 children). Pos: Local (-8.7, 15.3, 14.5) / Global (3646.0, 61.3, -1503.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (4397.0, -19.2, -782.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (3646.0, 61.3, -1503.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (3646.0, -5.7, -1516.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (3646.0, -5.7, -1516.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (3646.0, 61.3, -1503.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (3646.0, 61.3, -1503.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (3646.0, 61.3, -1503.5). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (17) (UnityEngine.GameObject) (3 children). Pos: Local (6.9, 15.3, 45.2) / Global (2864.0, 59.8, -3040.0). Scale: (1.5, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (11.8, -1.6, -15.0) / Global (3746.8, -20.7, -3791.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (2864.0, 59.8, -3040.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (-0.3, -0.1, 0.0) / Global (2646.5, -7.2, -3040.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (2845.3, -7.2, -3040.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Buildsings_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (2864.0, 59.8, -3040.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (-2.7, 0.0, 0.0) / Global (2665.3, 59.8, -3040.0). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Multicolor_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, 0.0, 0.0) / Global (2864.0, 59.8, -3040.0). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                     Outskirt_Multicolor (14) (UnityEngine.GameObject) (3 children). Pos: Local (-14.8, 15.4, -15.6) / Global (3949.0, 62.5, 1.5). Scale: (1.2, 1.0, 1.1)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         Floor (UnityEngine.GameObject) (0 children). Pos: Local (14.4, -1.6, -15.0) / Global (3147.7, -18.0, -856.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                         GlowLines_LOD (UnityEngine.GameObject) (2 children). Pos: Local (0.0, 0.0, 0.0) / Global (3949.0, 62.5, 1.5). Scale: (10.0, 10.0, 10.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD0 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (3949.0, -4.5, 16.4). Scale: (1.0, 1.0, 1.0)
[7/30/2019 4:08:09 PM] [Debug] [Scene Dump]                             Outskirt_Glow_Processed_LOD1 (UnityEngine.GameObject) (0 children). Pos: Local (0.0, -0.1, 0.0) / Global (3949.0, -4.5, 16.4). Scale: (1.0, 1.0, 1.0)
